text,http_urls,years
"Vincent raakte in Parijs bevriend met de impressionistische kunstenaar Armand Guillaumin (1841-1927), voor wiens werk en persoonlijkheid hij veel waardering had. Vincent ging regelmatig naar hem toe in zijn studio aan Quai d'Anjou 13, het oude atelier van Charles-François Daubigny. Jaren later haalde Vincent nog eens herinneringen op met zijn broer Theo aan een bezoek dat zij samen aan de kunstenaar brachten:

""Was het geen genoegen bij Guillaumin deze winter de overloop en zelfs de trap, nog afgezien van het atelier, helemaal vol doeken aan te treffen?""",https://www.vangoghroute.nl/frankrijk/parijs/atelier-guillaumin/,"1841, 1927"
Op 30 juli werd Vincent van Gogh begraven op de begraafplaats van Auvers.,https://www.vangoghroute.nl/frankrijk/auvers-sur-oise/,
"Vincent bewonderde de toegangspartij van de kathedraal St-Trophime die zich aan de Place de la République bevond. Hij schreef zijn broer Theo in maart 1888:

""Er is hier een gotisch portaal dat ik prachtig begin te vinden, het portaal van St. Trophime, maar het is zo wreed, zo monsterlijk als een Chinese nachtmerrie, dat zelfs dit fraaie monument van een zo grootse stijl mij van een andere wereld lijkt waar ik gelukkig evenmin toe behoor als tot de roemrijke wereld van de Romein Nero.""",https://www.vangoghroute.nl/frankrijk/arles/cathedrale-saint-trophime/,1888
"Naast de oude kerktoren van Nuenen bevond zich een begraafplaats die Vincent graag tekende en schilderde. Een aantal studies mislukten, maar over het schilderij Oude kerktoren van Nuenen was hij wél tevreden; dit werk stuurde hij in juni 1885 op naar zijn broer Theo die toen in Parijs woonde.",https://www.vangoghroute.nl/nederland/nuenen/begraafplaats/?v=mobile,1885
"Omdat Vincents eigen kamer aan de Boulevard du Midi in Brussel te klein was en geen goede lichtinval had, werkte Vincent in het voorjaar van 1881 enkele maanden in het atelier van Van Rappard. Vincent en Van Rappard verlieten Brussel beiden rond dezelfde tijd: Vincent eind april 1881 en Van Rappard half mei.",https://www.vangoghroute.nl/belgie/brussel/atelier-van-rappard/,"1881, 1881"
"Vincent had een groot verlangen om meer ervaring te krijgen met het tekenen naar naaktmodel. In Etten had hij al veel types in hun werkkleding getekend, maar Vincent was ervan overtuigd dat meer oefening naar het naakt zijn kennis van anatomie zou verbeteren en zijn werk ten goede zou komen. Maar hij had moeite om vrouwen en mannen te vinden die voor hem model wilden staan en onderwijs aan de academie bood daarom uitkomst.",https://www.vangoghroute.nl/belgie/antwerpen/kunstacademie/?v=mobile,
"Piet Kaufmann (1864‐1940) was de tuinman van familie Van Gogh die in 1881 regelmatig model stond voor Vincent, naar eigen zeggen zo'n dertig tot vijftigmaal. Vincent was in september op aanraden van onder andere kunstenaar Anton Mauve actief naar levend model gaan tekenen, maar het was niet eenvoudig om mensen te vinden die goed wilden poseren.",https://www.vangoghroute.nl/nederland/etten/kaufmann/,"1864, 1940, 1881"
"Toen Theo van Gogh in november 1878 van Parijs naar Nederland reisde, maakte hij een tussenstop in Brussel om daar zijn broer Vincent op te zoeken. Samen bezochten zij het Musée des Beaux Arts waar Vincent onder de indruk was van ""zooveel merkwaardige schilderijen"" die hij zag. In een brief aan zijn broer noemde hij het werk van de kunstenaars Charles De Groux (1825–1870), Henri Leys (1815–1869) en Joseph Théodore Coosemans (1828–1904) in het bijzonder.

Tweeënhalf jaar later, in het voorjaar van 1881, bezocht Vincent het museum opnieuw. De collectie was toen in middels verhuisd naar een ander nabijgelegen pand. Ditmaal bekeek Vincent de jaarlijkse tentoonstelling van de Société Royale Belge des Aquarellistes. Vincent vond het een interessante tentoonstelling waar hij vooral onder de indruk was van het werk van de Nederlanders. De aquarel Bom met ruiter van Willem Hendrik Mesdag (1831 – 1915) trok zijn speciale aandacht:

""t Was een groote importante teekening, breed gedaan en zoo krachtig dat zoo als ik zei eigentlijk niets 't er bij uithield.""",https://www.vangoghroute.nl/belgie/brussel/museum/,"1878, 1825, 1870, 1815, 1869, 1828, 1904, 1881, 1831, 1915"
"Vincent bezocht Van Wisselingh and Cottier een paar keer toen hij in Londen woonde. Zo schreef hij zijn broer Theo in 1875 over het schilderij Souvenir d'Amsterdam van Matthijs Maris (1839-1917), dat hij vermoedelijk in de kunsthandel zag. Toen Vincent een jaar later in Isleworth woonde en een dag naar Londen moest, greep hij zijn kans om ook even langs te gaan bij Van Wisselingh & Cottier. Vincent zag daar toen schetsen voor de glas-in-loodramen van de St. Andrew's Church in Owslebury.

Vincent bleef gedurende verschillende fases van zijn leven in contact met Van Wisselingh. Hij vond dat Van Wisselingh iemand ""met een karakter"" was en dat hij gevoel voor en verstand van kunst had.",https://www.vangoghroute.nl/engeland/londen/van-wisselingh-and-cottier/?v=mobile,"1875, 1839, 1917"
"Vincent was met Blommers bevriend en bezocht hem weleens in zijn atelier. Kunstenaar Bernardus Johannes Blommers (1845–1914) bezocht Vincent in april 1882 op zijn atelier aan de Schenkweg om met hem te spreken over een mogelijke avond in kunstenaarsvereniging Pulchri Studio, waarop Vincent over zijn collectie tijdschriftillustraties uit The Graphic kon vertellen. Uiteindelijk ging die lezing niet door. Vincent bezocht op zijn beurt ook Blommers op zijn atelier aan het Spui 58. Vermoedelijk is hij ook weleens bij Blommers op het atelier geweest toen die op de Van Stolkweg 17 woonde, want daar heel vlakbij (Van Stolkweg 20) woonde Vincents vriend Théophile de Bock (1851-1904) bij wie hij zijn schildersspullen mocht opslaan als hij in Scheveningen schilderde. Vincent schreef echter geen een keer over zo'n bezoek en dus is het onzeker of het weleens heeft plaatsgevonden.",https://www.vangoghroute.nl/nederland/den-haag/atelier-blommers/?v=mobile,"1845, 1914, 1882, 1851, 1904"
"Het tekenonderwijs kreeg hij van Constant Cornelis Huijsmans (1810-1886), zelf schilder en een docent met uitgesproken pedagogische ideeën en een vernieuwende lesmethode waarin de individuele leerling centraal stond. Ook had hij belangrijke publicaties op zijn naam staan: Het landschap (1840) was een veelgevraagd handboek voor landschapschilders en Grondbeginselen der Teekenkunst (1852) was zijn hoofdwerk. In de vier uur tekenen die Vincent wekelijks kreeg, speelden het tekenen naar objecten (gipsen mod",https://www.vangoghroute.nl/nederland/tilburg/hbs/,"1810, 1886, 1840, 1852"
"Vincent was bevriend met John Peter Russell en bezocht hem op zijn atelier.
Bij het open atelier van de kunstenaar Fernand Cormon, waar Vincent in het voorjaar van 1886 lessen volgde, leerde hij de Australische kunstenaar John Peter Russell (1858-1930) kennen. Ze raakten bevriend en Russell maakte in zijn atelier aan de impasse Hélène nr. 15 een portret van Vincent. De bevriende kunstenaar Archibald Standish Hartrick noemde dit het meest gelijkende portret van hem dat hij kende: beter dan zelfportretten van Vincent of portretten die andere kunstenaars van hem hadden gemaakt. Vincent had het portret in zijn bezit en was er erg aan gehecht. Hij ruilde het werk wellicht tegen zijn schilderij Drie paar schoenen, dat in het bezit van Russell kwam. Naast het portret had Vincent ook Russells werk Zittende naakte vrouw in zijn collectie. Russel had op zijn beurt de litho At Eternity's gate van Vincent in zijn bezit, en nog een niet-geïdentificeerd schilderij.",https://www.vangoghroute.nl/frankrijk/parijs/atelier-russell/,"1886, 1858, 1930"
"Vincent werkte enkele dagen in Saintes-Maries-de-la-Mer. In het kustplaatsje sloeg Vincent 's ochtends de boten gade die de zee op gingen en werkte hij overdag op het strand en in het dorpje dat destijds slechts een paar honderd inwoners telde. De kleine huisjes in het dorp deden hem denken aan de eenvoudige hutten in Drenthe. Hij tekende er lustig op los en sommige tekeningen die hij maakte, tonen dat hij inderdaad oefende met expressieve, vastberaden lijnen.

Op 5 juni keerde hij terug naar Arles met negen tekeningen en drie schilderijen. In zijn atelier werkte hij diverse tekeningen uit tot schilderijen. Bij thuiskomst schreef hij zijn broer Theo verrukt:

""Nu ik de zee hier heb gezien, besef ik ten volle hoe belangrijk het is in het Zuiden te blijven en te weten, als de kleur nog verder moet worden opgevoerd, dat Afrika niet ver weg is.""

De dagen die Vincent in Saint-Maries-de-la-Mer verbleef bevielen hem. Hij wilde er graag nog eens terug in het hoogseizoen als er ook mensen op het strand waren, maar dat zou er nooit van komen.",https://www.vangoghroute.nl/frankrijk/arles/saintes-maries-de-la-mer/?v=mobile,
"Vincent daalde begin april 1879 af in de kolenmijn van Marcasse en werd daar rondgeleid door een man die zelf al 33 jaar in de mijnen werkte. Het bezoek maakte veel indruk blijkt uit de rijke, verhalende brief die Vincent naar aanleiding van zijn bezoek schreef. Na een verschrikkelijke afdaling in een mandje door de mijnschacht opende zich op zevenhonderd meter diepte een nieuwe wereld voor hem:

""Deze mijn heeft 5 verdiepingen, 3 daarvan, de bovenste, zijn uitgeput en verlaten, men werkt er niet meer in van wege er geen steenkool meer is. Indien iemand het zou beproeven om een schilderij te maken van de maintenages, dat zou iets nieuws zijn en iets ongehoords of liever ongeziens. Verbeeld U eene reeks van cellen in een vrij naauwen en lagen gang, gestut door ruw houtwerk. In ieder van die cellen is een arbeider in een grof linnen pak, groezelig en bezoedeld als een schoorsteenveger, bij het flaauwe licht van eene kleine lamp bezig om de steenkool los te hakken. In sommige van die cellen staat de arbeider regtop, in anderen ligt hij plat op den grond.""",https://www.vangoghroute.nl/belgie/borinage/mijn/,1879
"Vincent was zo'n liefhebber van het Trippenhuis dat hij zijn Engelse vriend Harry Gladwell bij een bezoek aan Nederland verzekerde dat hij Holland niet mocht verlaten voordat hij het Trippenhuis had gezien. Uiteindelijk bezocht Gladwell het Trippenhuis twee keer samen met Vincent. Ook probeerde Vincent zijn broer Theo over te halen om naar Amsterdam te komen en met hem in het Trippenhuis de etsen van Rembrandt te bekijken die hij zo prachtig vond.

Voordat Vincent in Amsterdam woonde, bezocht hij het Trippenhuis ook al. Al in 1873 schreef hij een brief waaruit blijkt dat hij het museum kende:

""Weet je dat men te Amsterdam een groot nieuw gebouw zal maken in plaats van het Trippenhuis, dat vind ik best, het Trippenhuis is te klein & vele schilderijen hangen zóó dat men ze niet goed zien kan.""

Het nieuwe gebouw waar Vincent over schreef zou er inderdaad komen. Toen Vincent in 1877 in Amsterdam woonde, was men al begonnen met de bouw van het Rijksmuseum.",https://www.vangoghroute.nl/nederland/amsterdam/trippenhuis/,"1873, 1877"
"De vijf dagen die Vincent in Saint-Maries-de-la-Mer verbleef, bevielen hem goed. Hij wilde er graag nog eens terugkeren, bij voorkeur in het hoogseizoen als er ook mensen op het strand waren, maar dat zou er nooit van komen. Bij thuiskomst schreef hij zijn broer Theo verrukt:

""Nu ik de zee hier heb gezien, besef ik ten volle hoe belangrijk het is in het Zuiden te blijven en te weten – als de kleur nog verder moet worden opgevoerd – dat Afrika niet ver weg is.""",https://www.vangoghroute.nl/frankrijk/arles/saintes-maries-de-la-mer/?v=mobile,
"Vincent kocht wel eens karton bij de verf- en behangwinkel van Pignel-Dupont, een winkel vlak bij het Parijse appartement van de broers in de rue Lepic. Vincent schreef nooit over de winkel, maar acht van zijn Parijse schilderijen/studies op karton hebben een etiket van de winkel op de achterzijde.",https://www.vangoghroute.nl/frankrijk/parijs/pignel-dupont/?v=mobile,
"Half januari 1879 kreeg Vincent een tijdelijke aanstelling als evangelist voor het Belgische Evangelisatie Comité. In die hoedanigheid bezocht hij zieken en gewonden en sprak hij op samenkomsten. Vincent verloor zichzelf volledig in zijn nieuwe bestaan: hij gunde zichzelf niets meer dan de arme mijnwerkers, leefde ongezond en in diepe armoede. Ondertussen raakte hij sterk gefascineerd door de bevolking en het landschap en voelde hij een drang om te tekenen. Ondanks Vincents dienstbare opstelling werd zijn contract van zes maanden niet verlengd. Daarop vertrok hij naar Cuesmes en woonde daar bij de evangelist Edouard Francq.

Onzekerheid, onbegrip en onduidelijkheid over Vincents toekomst veroorzaakten spanningen in de familie Van Gogh en Vincent en zijn broer Theo schreven elkaar bijna een jaar lang niet meer.",https://www.vangoghroute.nl/belgie/borinage/?v=mobile,1879
"Sinds Vincents aankomst in Parijs in februari 1886 had hij voornamelijk in en rond Montmartre geschilderd, de wijk waar hij woonde. Vanaf het voorjaar van 1887 kwam daar verandering in en ging hij regelmatig de stad uit en schilderde en tekende dan graag in Asnières, een dorpje zes kilometer ten noorden van Parijs aan de oevers van de Seine dat populair was bij dagjesmensen uit de stad. Hoewel er een treinverbinding was, wandelde Vincent altijd heen en weer. Paul Signac, wiens familie in Asnières woonde, herinnerde zich:

""…we schilderden langs de waterkant; we aten in de uitspanning en keerden te voet naar Parijs terug, langs de avenues van Saint-Ouen en van Clichy. Van Gogh, gekleed in een blauwe kiel van een loodgieter, had kleine verfstippen op de mouwen geschilderd. Dicht tegen me aanlopend riep en gesticuleerde hij, zwaaiend met zijn grote, nog natte doek van het formaat 30 [72 x 93 cm]: en hij polychromeerde daarmee zichzelf en de voorbijgangers.""",https://www.vangoghroute.nl/frankrijk/parijs/asnieres/,"1886, 1887"
"Omdat Vincent door het karakter van de Londense zaak niet zoveel kunstwerken zag, verzocht hij zijn broer Theo om hem goed op de hoogte te houden van schilderijen die hij zag en van nieuwe uitgaven van etsen en litho's. Het voordeel van het werk in Londen was dat Vincents werkdagen aanzienlijk korter waren dan bij Goupil in Den Haag. Maar, zo merkte hij op, er werd zeker niet minder hard gewerkt. Hij begon om negen uur 's ochtends en werkte dan tot zes uur, zodat hij daarna nog voldoende tijd had om te wandelen, te lezen of brieven te schrijven. Op zaterdag was hij zelfs al om vier uur 's middags klaar. Hij wandelde dagelijks vanaf zijn kosthuis naar werk, een wandeling van ongeveer drie kwartier die hem altijd over de Westminster bridge voerde.

Toen hij in 1875 in Parijs een schilderij van Giuseppe de Nittis (1846-1884) zag waarop de brug en de kerk waren afgebeeld besefte Vincent hoeveel hij van Londen hield. Aan de bovenrand van het briefpapier van zijn werkgever Goupil & Cie maakte Vincent een schetsje van het werk van De Nittis.",https://www.vangoghroute.nl/engeland/londen/westminster-bridge/?v=mobile,"1875, 1846, 1884"
"In november 1884 schilderde Vincent van Gogh een grote studie van de Genneper watermolen. De leerlooier Anton Kerssemakers (1846-1924) was erbij aanwezig toen Vincent het werk schilderde en maakte ook een gouache van dezelfde watermolen. Vincent zelf maakte later ook nog een aquarel van het werk. Deze gaf hij vermoedelijk in ruil voor wat tabak aan Jansje van den Broek, die een tabakszaak had in Eindhoven vlakbij de winkel van Baijens waar Vincent zijn schilderswaren kocht.",https://www.vangoghroute.nl/nederland/nuenen/gennep-watermolen/?v=mobile,"1884, 1846, 1924"
"Op 1 augustus 1881 werd Panorama Mesdag geopend: een schilderij van Scheveningen, het omringende duinlandschap en de Noordzee. Met haar enorme afmetingen van 14 meter hoog en 120 meter breed is het, ook vandaag de dag, het grootste schilderij van Nederland. De Haagse kunstenaar en kunstverzamelaar Hendrik Willem Mesdag (1831-1915) kreeg in 1880 de opdracht van de speciaal opgerichte Belgische Maatschappij S.A. du Panorama Maritime de la Haye om het doek te schilderen. In de vier maanden die Mesdag nodig had om het kunstwerk te maken, kreeg hij hulp van onder andere de kunstenaars Théophile de Bock (1851-1904), George Hendrik Breitner (1857-1923) en Bernardus Johannes Blommers (1845-1914).

Vincent bezocht in augustus 1881 samen met De Bock Panorama Mesdag en was erg enthousiast. Vincent zei hierover: ""de enige fout van het schilderij is, dat het geen fouten heeft.""",https://www.vangoghroute.nl/nederland/den-haag/panorama-mesdag/,"1881, 1831, 1915, 1880, 1851, 1904, 1857, 1923, 1845, 1914, 1881"
"Een van de kerken die Vincent in Antwerpen bezocht was de Sint-Andrieskerk. Zijn broer Theo had gevraagd of hij het schilderij dat daar hing, De Kruisiging van Frans Francken II (1581-1642), al had gezien. Dat was voor Vincent de aanleiding om de kerk te bezoeken. Het schilderij kon Vincent bekoren, maar hij schreef:

''Ik verbeeld me echter dat ik het ook zoo kan en iets nieuws vertelde 't schilderij me niet.''",https://www.vangoghroute.nl/belgie/antwerpen/kerk/?v=mobile,"1581, 1642"
"Vincents oom Cornelis Marinus 'Cor' van Gogh (in Vincents brieven vaak C.M. genoemd. 1824-1908 ) had een boek- en kunsthandel aan de Keizersgracht (eerder was de winkel in de Leidsestraat 38 gevestigd). Vincent bezocht de winkel van zijn oom regelmatig en zag daar allerlei kunstwerken, tijdschriften en boeken die hij interessant vond. In maart 1878 had oom Cor zijn kunstzaal opnieuw laten inrichten, waar Vincent positief over schreef aan zijn broer Theo.",https://www.vangoghroute.nl/nederland/amsterdam/winkel-oom-cor/?v=mobile,"1824, 1908, 1878"
"Vincent organiseerde een tentoonstelling met werk van hemzelf en bevriende kunstenaars in Restaurant du Chalet.

De tentoonstelling was geen lang leven beschoren, want Vincent kreeg een aanvaring met de eigenaar van het restaurant, Etienne-Lucien Martin. Deze liet hem weten dat de mensen in restaurant geen hap meer door hun keel kregen bij aanblik van zijn schilderijen. Vincent besloot daarop alle schilderijen in te laden en die mee te nemen naar zijn appartement aan de rue Lepic. Vincent had nog een portret van eigenaar Martin geschilderd dat hij waarschijnlijk als dank aan hem had willen geven, maar dat liet hij na de aanvaring achterwege. Toch was de tentoonstelling in zekere zin wel succesvol. Vincent schreef achteraf dat hij geen spijt had gehad van zijn inspanningen:

""Aangezien Bernard er zijn eerste schilderij heeft verkocht, Anquetin er een studie heeft verkocht, ik met Gauguin heb geruild hebben we er allemaal iets aan gehad.""

Er zijn vier schetsen bekend die Vincent maakte achterop de menukaart van Restaurant du Chalet, waaronder Naakte vrouw hurkend boven een waskom en Wandelend paar.",https://www.vangoghroute.nl/frankrijk/parijs/restaurant-du-chalet/,
"In september 1888 schilderde Vincent het terras van Café du Forum op het Place du Forum. Dit doek (Caféterras bij nacht) is inmiddels wereldberoemd. Hij schilderde het 's nacht ter plekke. Hij schreef hierover aan zijn zus Willemien van Gogh op 14 september 1888:

""Vroeger tekenden ze, en dan maakten ze overdag het schilderij naar de tekening. Maar mij bevalt het goed om het onmiddellijk te schilderen. Weliswaar kan ik het donker blauw voor groen houden, blauwlila voor rozelila, aangezien je het karakter van de toon niet goed kunt onderscheiden. Maar het is de enige manier om van die conventionele zwarte nacht af te komen met dat armzalige bleke en wittige licht, terwijl toch een eenvoudige kaars ons al de rijkste tinten geel en oranje geeft.""

Vincents nachtelijke schilderpartij trok de aandacht van de lokale pers. Op 30 september 1888 stond in de Chronique artistique et musicale het volgende bericht: ""Het is ons ter ore gekomen dat Mr. Vincent, een impressionistische schilder, 's avonds bij het licht van gaslampen op een van onze pleinen werkt.""",https://www.vangoghroute.nl/frankrijk/arles/cafe-du-forum/,"1888, 1888, 1888"
"In oktober 1885 bezocht Vincent met zijn vriend Anton Kerssemakers het Rijksmuseum. Aan Theo schreef hij over Frans Hals en Rembrandt van Rijn:

""De staalmeesters is volmaakt, is – de mooiste Rembrandt – doch die jodenbruid – niet zoo geteld – wat een intiem, wat een oneindig sympathiek schilderij, geschilderd – d'une main de feu.–Ziet ge, Rembrandt in de Staalmeesters is trouw aan de natuur, al gaat hij ook daaren altijd in het hoogere – in 't allerhoogste – oneindige. Maar toch – Rembrandt kon nog iets anders – als hij niet trouw hoefde te zijn in 't letterlijke zóó als bij portret – als hij mocht – dichten – poeet d.i. Schepper zijn.– Dat is hij in de Jodenbruid. Wat een nobel sentiment, grondeloos diep.
Doch – over de schilderijen van Frans Hals kan men spreken, hij blijft altijd – op aarde. Rembrandt gaat zoo diep in 't mysterieuse dat hij dingen zegt waarvoor in geen taal woorden bestaan. Het is teregt dat men zegt van Rembrandt – magicien– dat is geen makkelijk beroep.",https://www.vangoghroute.nl/nederland/amsterdam/rijksmuseum/?v=mobile,1885
"Tussen januari en juli 1879 sprak Vincent een aantal keer in de Salon du Bébé (ook wel Le temple de Bébé genoemd). In het zaaltje voor ongeveer honderd man kwam een afsplitsing van de protestante kerk van Grand-Wasmes samen. In een van de brieven aan zijn broer Theo schreef Vincent dat hij de bewoners niet gemakkelijk kon verstaan, omdat ze ontzettend snel een Frans dialect spraken. Ook hijzelf moest zijn tempo flink hoog houden om zich verstaanbaar te maken. De kwaliteit van Vincents preken liet vermoedelijk te wensen over, want zijn contract werd niet verlengd. Het Belgische Evangelisatie Comité oordeelde dat hij geen getalenteerd spreker was en niet in staat was om vruchtbare samenkomsten te organiseren.",https://www.vangoghroute.nl/belgie/borinage/salon-du-bebe/?v=mobile,1879
"Vincent schreef op 23 mei 1882 dat Sien en haar moeder verhuisd waren en dat hij graag eens een tekening van het binnenplaatsje zou willen maken. Uiteindelijk tekende Vincent de binnenplaats twee keer. Op 2 juli 1882 schreef Vincent Theo vanuit het huis van Siens moeder:

""bij een raam dat op een soort hofje uitziet. Dat heb ik tweemaal geteekend, eens in 't groot en eens kleiner.""",https://www.vangoghroute.nl/nederland/den-haag/sien-hoornik-2/,"1882, 1882"
"Na de dood van Vincent van Gogh kreeg zijn werk een tweede leven. Vincent had tijdens zijn leven jarenlang schilderijen en tekeningen naar zijn broer Theo gestuurd, in de hoop dat Theo die kon verkopen. Zo zouden de werken fungeren als een terugbetaling voor alles wat Theo voor Vincent had gedaan: hem onderhouden door een maandelijkse financiële bijdrage te geven en hem materialen te sturen. Maar Vincent verkocht tijdens zijn leven slechts één schilderij.

Na Vincents overlijden had Theo een enorme collectie; waarschijnlijk bezat hij zo'n 365 werken van zijn broer. Theo (die als kunsthandelaar de nodige ervaring had) nam zich voor om zorgvuldig voor de collectie te zorgen en er alles aan te doen de naam van zijn broer te vestigen. Maar zijn vroege dood, slechts zes maanden na Vincent, gooide roet in het eten. Vanaf dat moment was Theo's weduwe Jo van Gogh-Bonger degene die de collectie bijeen hield.",https://www.vangoghroute.nl/postuum/erfenis/kroller-muller/,
"Vincent bezocht in 1886 en 1887 de Exposition internationale de peinture et sculpture. De groepstentoonstellingen boden de kans om veel recente werken van tal van hedendaagse kunstenaars te bekijken, zoals Claude Monet en Auguste Renoir. In 1887 ging hij samen met zijn broer Theo naar de tentoonstelling en zag daar de schilderijen De prehistorische mens en De moderne mens van Albert Besnard (1849-1934). Vincent vond de schilderijen heel mooi en schreef er twee jaar na dato nog over in een brief aan zijn broer Theo.",https://www.vangoghroute.nl/frankrijk/parijs/georges-petit/,"1886, 1887, 1887, 1849, 1934"
"Vincent bezocht waarschijnlijk de achtste impressionistententoonstelling die van 15 mei tot 15 juni 1886 werd gehouden in een galerie aan rue Laffitte nr. 1. Daar was onder andere werk te zien van Mary Cassat, Armand Guillaumin, Camille en Lucien Picasso, Paul Signac en Georges Seurat. Voordat Vincent in Parijs woonde, kende hij het impressionisme voornamelijk van horen zeggen. Eenmaal in Parijs kon hij de tentoonstellingen wél bezoeken en het werk met eigen ogen aanschouwen. Daarom schreef hij in oktober 1886 aan zijn vriend uit Antwerpen Horace Mann Livens:

""In Antwerpen wist ik niet eens wat de impressionisten waren, nu heb ik ze gezien en hoewel ik daar niet bij hoor, heb ik toch veel bewondering voor bepaalde impressionistische schilderijen, Degas, naaktfiguur, Monet, landschap.""

Naast de impressionistententoonstelling op de rue Lafitte waren de belangrijkste tentoonstellingen met impressionistisch werk die Vincent tijdens zijn verblijf in Parijs bezocht de Ve exposition internationale de peinture bij Georges Petit (15 juni-15 juli 1886) en de IIème exposition de la Société des Artistes Independants (20 augustus-21 september 1886).",https://www.vangoghroute.nl/frankrijk/parijs/impressionistententoonstelling/,"1886, 1886, 1886, 1886"
"Vincent ging regelmatig naar het café Le Tambourin, stelde daar zijn eigen werk tentoon en maakte er een tentoonstelling met Japanse prenten.
Le Tambourin was een restaurant en cabaret op Boulevard de Clichy 62 in Montmartre dat erg populair was bij kunstenaars. Het werd gerund door de Italiaanse Agostina Segatori (1841-1910) met wie Vincent een affaire had. Hij gaf haar veel bloemstillevens om in de zaak op te hangen, in de hoop deze te verkopen. Dit gebeurde echter niet. Toen Le Tambourin failliet ging in de zomer van 1887 zijn de schilderijen van Vincent vermoedelijk allemaal geveild.",https://www.vangoghroute.nl/belgie/borinage/,"1841, 1910, 1887"
"Vincent was een verwoed verzamelaar van Japanse prenten (die hij aankocht bij de kunsthandel van Bing) en hij organiseerde in februari-maart 1887 een verkooptentoonstelling van zijn Japanse prenten in het café. Het kostte hem de nodige inspanning, maar de tentoonstelling was niet echt een succes. Ondanks het feit dat de expositie wel veel invloed had gehad op de kunstenaars Émile Bernard en Louis Anquetin noemde Vincent het in juli 1888 toch een mislukking.

Vincent schilderde twee portretten van Segatori waaronder het werk In het café: Agostina Segatori waarop de café-uitbaatster te zien is, met op de achtergrond Japanse prenten als verwijzing naar de tentoonstelling. Op de tekening Portret van Vincent van Gogh van Henri de Toulouse-Lautrec is Vincent geportretteerd in het café Le Tambourin.",https://www.vangoghroute.nl/frankrijk/parijs/le-tambourin/,"1887, 1888"
"Vincent bezocht tijdens zijn verblijf in Isleworth eenmaal Hampton Court, een eeuwenoud paleis in Surrey waar Karel I (1600-1649) en zijn vrouw Henriëtta Maria (1609-1669) hadden gewoond. De geschiedenis van het indrukwekkende kasteel, de tuinen en de collectie spraken tot Vincents verbeelding:

""En onwillekeurig dacht ik levendig aan de personen die daar te Hampton Court geleefd hebben ook, aan Karel I en Zijne vrouw (Dat was die die zei ""je Te remercie mon Dieu de m'avoir fait Reine, mais Reine malheureuse"" en bij wier graf Bossuet sprak uit den overvloed zijns harten.""

In zijn brief aan Theo beschreef hij zijn bezoek en stuurde hij een veertje mee van een roek uit het park. Vincent schreef over de prachtige tuin met de lange lanen van kastanje- en lindeboomen, hij noemde schilderijen van onder andere van Giovanni Bellini (ca. 1435/38-1516), Titiaan (ca.1485/90-1576), Rembrandt (1606/7-1669), Leonardo da Vinci (1452-1519), Andrea Mantegna (1430-1506).",https://www.vangoghroute.nl/engeland/isleworth/hampton-court/,"1600, 1649, 1609, 1669, 1435, 1516, 1485, 1576, 1606, 1669, 1452, 1519, 1430, 1506"
"Half mei 1888 schreef Vincent zijn broer Theo dat hij een goed restaurant had gevonden waar hij iedere dag kon eten voor één franc. Hij had het over restaurant Vénissac aan het Place Lamartine, net naast het logement Café de la Gare waar hij op dat moment verbleef. Een welkome afwisseling, want Vincent had zich flink beklaagd over het slechte eten in Arles:

""En dat is overal hetzelfde in die restaurantjes. Aardappelen koken is toch niet moeilijk. Onmogelijk. Rijst dan of macaroni, ook niet, of het is smerig vet, of ze maken het niet, met als verontschuldiging: morgen misschien, er is geen plaats op het fornuis, etc. Het is dom, maar toch is het waar dat het daarom zo lang duurt met mijn gezondheid.""",https://www.vangoghroute.nl/frankrijk/arles/restaurant-venissac/,1888
"De Parijse kunsthandelaar Pierre Firmin Martin (1817-1891), ook wel père Martin genoemd, verkocht voornamelijk het werk van kunstenaars van de school van Barbizon en de impressionisten in Parijs. In de periode 1887-1888 stelde hij ook een aantal van Vincents schilderijen tentoon. Behalve bij Martin hing Vincents werk destijds ook in de winkels van Julien Tanguy en van Georges Thomas.",https://www.vangoghroute.nl/frankrijk/parijs/martin/?v=mobile,"1817, 1891, 1887, 1888"
"Vincent maakte het schilderij De oude kerktoren van Nuenen van de toren zonder de spits. Ook maakte hij de aquarel Verkoping van afbraak. De begraafplaats die bij de toren lag, bleef wel in functie en daar zou Vincents vader 1885 begraven worden.",https://www.vangoghroute.nl/nederland/nuenen/oude-kerk/,1885
"In het voorjaar van 1882 lagen zowel George Hendrik Breitner (1857-1923) als Vincent in het Burger Gasthuis, beiden om zich aan een geslachtsziekte te laten behandelen. Voordat Vincent op 7 juni 1882 werd opgenomen, lag Breitner al in het ziekenhuis. Vincent bracht hem toen weleens een bezoek en nam dan tekenspullen voor hem mee.",https://www.vangoghroute.nl/nederland/den-haag/burger-gasthuis/?v=mobile,"1882, 1857, 1923, 1882"
